@RELATION oversample

@ATTRIBUTE WCHU_fanIn NUMERIC
@ATTRIBUTE ck_oo_fanIn NUMERIC
@ATTRIBUTE ck_oo_cbo NUMERIC
@ATTRIBUTE WCHU_cbo NUMERIC
@ATTRIBUTE LDHH_numberOfAttributesInherited NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributesInherited NUMERIC
@ATTRIBUTE WCHU_dit NUMERIC
@ATTRIBUTE WCHU_numberOfAttributesInherited NUMERIC
@ATTRIBUTE numberOfHighPriorityBugsFoundUntil: NUMERIC
@ATTRIBUTE CvsEntropy NUMERIC
@ATTRIBUTE numberOfCriticalBugsFoundUntil: NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateMethods NUMERIC
@ATTRIBUTE LDHH_numberOfPrivateMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPublicMethods NUMERIC
@ATTRIBUTE CvsLinEntropy NUMERIC
@ATTRIBUTE WCHU_numberOfAttributes NUMERIC
@ATTRIBUTE LDHH_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributes NUMERIC
@ATTRIBUTE ck_oo_dit NUMERIC
@ATTRIBUTE WCHU_numberOfMethodsInherited NUMERIC
@ATTRIBUTE LDHH_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_fanOut NUMERIC
@ATTRIBUTE WCHU_noc NUMERIC
@ATTRIBUTE ck_oo_numberOfLinesOfCode NUMERIC
@ATTRIBUTE class {buggy, clean}

@DATA
0.0,1,7,0.0,0.0,38,0.0,0.0,0,6.92698,0,0,0.0,0.0,0,12,0.0,0.009727,0.0,0.0,0,2,3,1.03,0.0,0.0,0.0,62,clean
0.0,2,2,0.0,0.0,54,0.0,0.0,1,0.0,0,0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,7,clean
0.0,3,12,1.02,0.004526,68,0.0,1.04,1,8.73596,0,0,0.0,0.0,0,11,0.0,0.134499,0.0,0.0,0,0,5,11.29,0.001036,1.02,1.01,67,clean
0.0,12,18,0.0,0.001421,95,0.0,1.01,0,6.84846,0,0,0.0,0.0,5,14,0.0,0.151789,0.0,0.0,0,7,3,2.02,0.0,0.0,0.0,108,clean
0.0,1,2,0.0,0.033278,32,1.02,6.17,0,1.26811,0,0,0.0,0.0,0,3,0.0,0.001556,0.0,0.0,1,1,3,2.02,0.0,0.0,0.0,10,clean
2.02,4,23,2.04,0.004831,3,1.01,7.08,1,17.9172,1,4,0.000822,1.1,0,24,2.03,0.139862,1.01,0.0,0,9,2,3.06,0.003242,1.03,1.01,305,clean
0.0,8,26,3.03,0.043647,396,1.02,23.65,0,27.1274,3,0,0.0,0.0,0,7,0.0,0.165027,0.0,0.0,1,1,4,3.03,0.0,3.03,0.0,209,clean
0.0,1,3,0.0,0.001421,96,0.0,1.01,0,5.59671,0,0,0.0,0.0,1,11,0.0,0.149865,0.0,0.0,0,2,4,4.06,0.0,0.0,0.0,54,clean
0.0,1,14,3.03,0.0,8,0.0,0.0,3,13.1641,0,0,0.0,0.0,0,18,0.0,0.151806,0.0,0.0,0,0,3,2.03,0.0,3.03,0.0,104,clean
0.0,1,4,0.0,0.0,3,0.0,0.0,0,2.36846,0,0,0.0,0.0,2,9,0.0,0.004246,0.0,0.0,0,3,2,2.02,0.0,0.0,0.0,48,clean
0.0,1,12,1.01,0.0,0,0.0,0.0,0,7.06348,0,4,0.0,0.0,1,15,0.0,0.009978,0.0,0.0,1,5,2,1.01,0.0,1.01,0.0,163,clean
0.0,1,4,0.0,0.043647,397,1.02,23.65,0,6.20089,0,0,0.0,0.0,0,4,1.01,0.009281,0.0,0.0,0,0,5,3.03,0.000488,0.0,0.0,24,clean
0.0,1,5,0.0,0.0,0,0.0,0.0,0,1.84991,0,1,0.0,1.01,3,5,0.0,0.068586,1.02,0.01,8,11,1,0.0,0.0,0.0,0.0,140,clean
3.03,7,15,4.04,0.0,0,0.0,0.0,0,11.0206,0,1,0.0,1.01,5,8,1.01,0.031931,1.01,0.0,1,6,1,1.01,0.001525,1.01,1.01,126,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,3.9771,0,1,0.0,0.0,0,7,0.0,0.005853,0.0,0.0,4,4,1,1.01,0.0,0.0,0.0,74,clean
2.02,4,5,2.02,0.0,0,0.0,0.0,0,1.06049,0,0,0.0,0.0,0,3,0.0,0.003711,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,12,clean
0.0,1,1,0.0,0.0,2,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,1,0.0,0.006219,0.0,0.0,0,0,2,3.08,0.0,0.0,0.0,3,clean
0.0,0,11,0.0,0.043647,380,1.02,23.65,1,16.4642,1,0,0.0,0.0,2,6,0.0,0.02862,2.02,0.003973,9,11,3,2.02,0.0,0.0,0.0,343,clean
0.0,2,2,0.0,0.0,68,0.0,0.0,1,0.0,0,0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0,2,6,0.0,0.0,0.0,0.0,13,clean
0.0,3,33,4.05,0.0,0,0.0,0.0,2,21.0102,0,1,0.000462,0.0,0,23,2.05,0.146891,0.0,0.0,0,5,1,2.04,0.002996,4.04,0.0,781,clean
0.0,2,2,0.0,0.0,0,0.0,0.0,0,6.70721,0,0,0.0,0.0,1,3,1.01,0.123453,0.0,0.0,0,2,1,2.03,0.002446,0.0,0.0,15,clean
0.0,3,3,0.0,0.035574,28,1.02,8.19,0,4.07501,0,0,0.0,0.0,1,4,0.0,0.006219,0.0,0.0,2,3,2,2.02,0.0,0.0,0.0,13,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,14,0.0,0.154542,0.0,0.0,0,5,3,2.02,0.0,0.0,0.0,98,clean
1.01,3,3,1.01,0.0,0,0.0,0.0,0,5.54249,0,0,0.0,0.0,0,10,3.04,0.016055,0.0,0.0,0,0,1,0.0,0.004481,0.0,0.0,0,clean
1.01,2,15,6.11,0.0,18,0.0,0.0,2,25.6173,2,2,0.001691,0.0,0,8,2.03,0.167331,5.06,0.005192,9,9,2,4.04,0.003739,6.11,0.0,190,clean
0.0,1,2,0.0,0.0,1,0.0,0.0,0,4.07501,0,0,0.0,0.0,1,2,0.0,0.006219,0.0,0.0,0,1,3,1.01,0.0,0.0,0.0,7,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,3,2.02,0.0,0.0,0.0,72,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,10.8068,0,0,0.0,0.0,2,13,0.0,0.15805,0.0,0.0,0,3,3,3.05,0.000688,0.0,0.0,97,clean
1.01,3,4,1.01,0.0,0,0.0,0.0,0,6.70304,0,0,0.0,0.0,0,3,0.0,0.152618,0.0,0.0,2,2,2,1.01,0.0,0.0,0.0,14,clean
1.01,5,9,1.01,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,14,0.0,0.154542,0.0,0.0,0,3,3,2.02,0.0,0.0,0.0,87,clean
0.0,5,5,0.0,0.001441,6,0.0,1.01,0,4.08525,0,0,0.0,0.0,1,1,0.0,0.005998,0.0,0.0,0,1,4,2.03,0.0,0.0,0.0,3,clean
0.0,1,3,0.0,0.032351,58,0.0,3.23,0,2.36846,0,0,0.0,0.0,0,3,0.0,0.004246,0.0,0.0,0,1,3,2.02,0.0,0.0,0.0,15,clean
0.0,2,12,6.12,0.017119,9,0.0,2.04,1,26.0554,1,13,0.018977,5.13,8,18,2.02,0.222215,5.14,0.006106,2,10,2,2.02,0.027276,6.12,0.0,370,clean
0.0,1,3,0.0,0.001073,19,0.0,1.04,0,13.175,0,0,0.0,0.0,0,22,4.06,0.14483,0.0,0.0,1,1,3,5.05,0.011424,0.0,0.0,66,clean
4.08,11,33,5.14,0.004526,52,0.0,1.03,1,11.6167,2,0,0.0,0.0,0,20,2.03,0.025544,0.0,0.0,0,0,4,11.2,0.003588,4.08,0.0,312,clean
0.0,1,12,1.01,0.0,0,0.0,0.0,0,7.06348,0,4,0.0,0.0,1,15,0.0,0.009978,0.0,0.0,1,5,2,1.01,0.0,1.01,0.0,163,clean
0.0,4,10,2.04,0.043647,396,1.02,23.65,0,6.62651,0,1,0.0,0.0,0,8,0.0,0.012224,0.0,0.0,2,2,4,3.03,0.00037,1.04,0.0,60,clean
0.0,4,7,0.0,0.0,0,0.0,0.0,0,9.22461,0,0,0.0,0.0,3,6,0.0,0.014335,0.0,0.0,0,3,1,1.01,0.0,0.0,0.0,56,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,4.07501,0,1,0.0,0.0,0,4,0.0,0.006219,0.0,0.0,3,3,1,1.01,0.0,0.0,0.0,44,clean
0.0,1,14,9.33,0.001014,6,0.0,1.02,1,34.7321,0,1,0.001751,1.02,14,31,7.11,0.217569,1.02,0.0,0,14,2,8.12,0.008421,9.32,0.0,290,clean
0.0,7,18,2.02,0.0,18,0.0,0.0,0,6.9656,1,1,0.0,0.0,0,17,0.0,0.012324,0.0,0.0,0,4,2,4.04,0.0,2.02,0.0,165,clean
1.01,2,8,2.02,0.001421,95,0.0,1.01,0,9.64335,0,0,0.0,0.0,8,24,2.02,0.155266,0.0,0.0,0,14,3,3.05,0.000853,1.01,0.0,208,clean
0.0,1,4,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,14,0.0,0.154542,0.0,0.0,0,5,3,3.05,0.0,0.0,0.0,106,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,1,1,0.0,0.006219,0.0,0.0,0,1,1,2.03,0.0,0.0,0.0,3,clean
0.0,1,28,3.03,0.016601,17,0.0,1.12,0,23.3337,1,3,0.0,0.0,0,9,0.0,0.049605,1.01,0.0,0,4,2,2.02,0.0,3.03,0.0,423,clean
0.0,1,11,0.0,0.004526,52,0.0,1.03,1,9.21502,0,0,0.0,0.0,0,11,1.01,0.135103,0.0,0.0,0,0,4,9.16,0.0,0.0,1.01,63,clean
0.0,1,4,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,7,8,0.0,0.006219,0.0,0.0,0,7,2,1.01,0.0,0.0,0.0,38,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,18.3087,0,0,0.0,0.0,0,1,0.0,0.14051,0.0,0.0,0,0,1,1.01,0.0,0.0,0.0,3,clean
1.01,7,15,4.04,0.0,0,0.0,0.0,1,10.492,0,0,0.0,1.01,1,9,1.01,0.143062,0.0,0.0,0,4,1,1.01,0.001145,3.03,0.0,70,clean
0.0,2,3,0.0,0.0,53,0.0,0.0,1,0.0,0,0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,10,clean
15.41,135,150,15.41,0.0,0,0.0,0.0,1,14.5995,0,1,0.0,0.0,7,61,1.01,0.177241,1.01,0.0,2,102,1,1.01,0.000932,0.0,0.0,657,clean
4.05,6,11,3.04,0.001421,97,0.0,1.01,1,8.43242,0,0,0.0,0.0,4,18,0.0,0.153579,0.0,0.0,0,9,3,3.03,0.001036,1.01,0.0,136,clean
0.0,1,14,2.03,0.0,22,0.0,0.0,1,8.31142,0,1,0.00081,0.0,0,7,0.0,0.139823,0.0,0.0,0,0,3,4.04,0.000936,2.03,0.0,231,clean
0.0,2,6,0.0,0.043647,419,1.02,23.66,0,6.15815,1,0,0.0,0.0,0,3,0.0,0.013235,0.0,0.0,2,2,7,5.07,0.0,0.0,1.02,30,clean
1.02,3,4,1.03,0.001421,7,0.0,1.02,0,6.4938,0,1,0.0,0.0,0,4,0.0,0.008974,0.0,0.0,0,0,2,2.04,0.0,1.01,0.0,27,clean
0.0,1,3,1.01,0.016601,34,0.0,1.12,0,7.42989,0,0,0.0,0.0,0,4,0.0,0.01111,0.0,0.0,0,0,5,4.04,0.0,1.01,0.0,28,clean
0.0,1,26,3.06,0.0,6,0.0,0.0,0,7.87568,0,4,0.00303,0.0,7,60,0.0,0.158058,0.0,0.0,0,7,2,0.0,0.003037,3.06,0.0,402,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,7.58317,0,3,0.0,0.0,1,9,0.0,0.017719,0.0,0.0,2,3,2,1.01,0.0,0.0,0.0,42,clean
2.11,1,1,2.11,0.0,0,0.0,0.0,0,6.94335,0,0,0.0,0.0,1,1,0.0,0.009766,1.01,0.000882,4,5,1,2.03,0.0,0.0,0.0,3,clean
0.0,1,3,0.0,0.0,1,0.0,0.0,0,4.07501,0,0,0.0,0.0,3,3,0.0,0.006219,0.0,0.0,0,3,3,1.01,0.0,0.0,0.0,22,clean
0.0,1,16,4.08,0.029336,52,0.0,8.21,0,20.2507,1,16,0.001834,0.0,10,19,0.0,0.051894,0.0,0.0,0,10,2,3.03,0.002017,4.08,0.0,707,clean
5.08,26,26,5.08,0.0,0,0.0,0.0,0,14.6512,0,0,0.0,0.0,0,35,1.01,0.149425,0.0,0.0,0,0,1,1.01,0.006849,0.0,0.0,105,clean
35.57,137,141,35.59,0.0,0,0.0,0.0,0,27.6193,1,0,0.0,0.0,0,34,4.04,0.112974,0.0,0.0,0,3,1,1.01,0.006861,2.02,0.0,845,clean
0.0,3,4,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,10,0.0,0.006219,0.0,0.0,0,2,1,1.01,0.0,0.0,0.0,44,clean
0.0,1,1,0.0,0.0,7,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,1,0.0,0.006219,0.0,0.0,0,0,4,3.05,0.0,0.0,0.0,0,clean
0.0,1,1,0.0,0.043647,384,1.02,23.66,0,4.07501,0,0,0.0,0.0,0,3,0.0,0.006219,0.0,0.0,1,1,5,5.06,0.0,0.0,0.0,11,clean
1.01,1,4,1.01,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,15,0.0,0.154542,0.0,0.0,0,5,3,3.05,0.0,0.0,0.0,97,clean
1.01,6,6,1.01,0.0,0,0.0,0.0,0,7.82241,0,0,0.0,0.0,1,1,0.0,0.154243,0.0,0.0,0,1,1,2.03,0.0,0.0,0.0,3,clean
0.0,1,4,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,3,2.02,0.0,0.0,0.0,59,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,4.07501,0,1,0.0,0.0,0,4,0.0,0.006219,0.0,0.0,3,3,1,1.01,0.0,0.0,0.0,44,clean
1.02,8,8,1.02,0.0,4,0.0,0.0,0,5.19438,0,0,0.0,0.0,0,6,0.0,0.007845,0.0,0.0,0,3,3,3.05,0.0,0.0,1.02,18,clean
0.0,1,4,0.0,0.001101,14,0.0,1.02,0,1.06049,0,0,0.0,0.0,1,5,0.0,0.003711,0.0,0.0,0,1,4,2.06,0.0,0.0,0.0,35,clean
0.0,1,1,0.0,0.0,2,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,1,0.0,0.006219,0.0,0.0,0,0,2,3.08,0.0,0.0,0.0,3,clean
0.0,1,4,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,14,0.0,0.154542,0.0,0.0,0,5,3,3.05,0.0,0.0,0.0,106,clean
0.0,2,14,3.04,0.001105,28,0.0,1.03,0,10.984,0,2,0.000822,0.0,0,9,0.0,0.138206,0.0,0.0,0,0,4,4.1,0.002087,3.04,0.0,77,clean
1.01,2,7,1.01,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,14,0.0,0.154542,0.0,0.0,0,5,3,2.02,0.0,0.0,0.0,106,clean
1.01,15,17,1.01,0.0,0,0.0,0.0,1,6.65212,0,0,0.0,0.0,0,6,0.0,0.133409,0.0,0.0,1,2,1,1.01,0.001056,0.0,0.0,47,clean
0.0,1,13,4.04,0.043647,392,1.02,23.66,1,21.221,0,0,0.001088,0.0,0,5,1.01,0.153886,4.05,0.004566,5,5,5,5.06,0.001587,4.04,1.01,142,clean
3.04,18,19,3.04,0.0,0,0.0,0.0,0,7.83265,0,1,0.0,0.0,0,22,1.02,0.154022,0.0,0.0,0,20,1,1.01,0.001015,0.0,0.0,95,clean
2.02,1,3,2.02,0.043647,384,1.02,23.66,0,7.2883,1,0,0.0,0.0,0,7,0.0,0.012081,0.0,0.0,0,1,6,5.06,0.0,0.0,0.0,39,clean
2.03,6,10,4.06,0.0,0,0.0,0.0,0,15.6356,0,0,0.0,0.0,0,5,2.02,0.178388,0.0,0.0,0,0,1,1.01,0.002841,3.04,0.0,17,clean
0.0,1,5,0.0,0.044485,397,1.02,24.67,0,10.696,0,0,0.0,0.0,0,3,0.0,0.015395,0.0,0.0,0,0,5,5.07,0.0,0.0,0.0,41,clean
1.01,6,6,1.01,0.0,0,0.0,0.0,0,5.33714,0,0,0.0,0.0,0,2,0.0,0.007713,0.0,0.0,0,0,1,1.01,0.0,0.0,2.02,0,clean
3.04,13,23,3.04,0.043647,397,1.02,23.65,1,20.4932,0,0,0.0,0.0,1,8,0.0,0.168942,0.0,0.0,0,1,5,3.03,0.0,0.0,0.0,132,clean
0.0,2,2,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,5,0.0,0.006219,0.0,0.0,0,0,1,1.01,0.0,0.0,0.0,12,clean
0.0,3,11,0.0,0.001105,28,0.0,1.03,0,8.7196,0,1,0.0,0.0,0,8,0.0,0.13446,0.0,0.0,0,0,4,4.1,0.001036,0.0,0.0,62,clean
0.0,2,4,1.01,0.0,0,0.0,0.0,0,8.57238,0,2,0.002777,0.0,0,11,0.0,0.129683,0.0,0.0,4,4,1,1.01,0.003845,1.01,0.0,118,clean
1.01,10,15,2.02,0.0,0,0.0,0.0,0,17.3722,0,0,0.0,0.0,2,16,0.0,0.168612,1.01,0.0,2,10,1,1.02,0.0,1.01,0.0,383,clean
0.0,2,2,0.0,0.0,2,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,1,0.0,0.006219,0.0,0.0,0,0,2,3.08,0.0,0.0,0.0,3,clean
15.41,135,150,15.41,0.0,0,0.0,0.0,1,14.5995,0,1,0.0,0.0,7,61,1.01,0.177241,1.01,0.0,2,102,1,1.01,0.000932,0.0,0.0,657,clean
4.04,5,7,4.04,0.001421,95,0.0,1.01,0,6.84846,0,0,0.0,0.0,3,15,0.0,0.151789,0.0,0.0,0,5,3,2.02,0.0,0.0,0.0,80,clean
0.0,4,10,1.01,0.0,5,0.0,0.0,0,12.9551,0,0,0.0,0.0,0,9,1.01,0.152112,0.0,0.0,0,6,1,2.02,0.004124,2.02,0.0,75,clean
2.03,4,5,2.03,0.005575,152,0.0,4.09,0,6.77104,0,1,0.001087,1.01,1,12,0.0,0.010135,0.0,0.000939,0,1,2,1.01,0.001015,0.0,0.0,39,clean
0.0,1,28,3.03,0.016601,17,0.0,1.12,0,23.3337,1,3,0.0,0.0,0,9,0.0,0.049605,1.01,0.0,0,4,2,2.02,0.0,3.03,0.0,423,clean
2.02,12,15,2.02,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,11,0.0,0.154542,0.0,0.0,0,3,3,2.02,0.0,0.0,0.0,47,clean
0.0,1,3,0.0,0.0,0,0.0,0.0,0,3.58477,0,0,0.0,0.0,7,8,0.0,0.119691,0.0,0.0,0,7,2,0.0,0.0,0.0,0.0,51,clean
0.0,2,7,1.01,0.043647,386,1.02,23.66,0,6.70304,0,0,0.0,0.0,0,4,0.0,0.152618,0.0,0.0,0,0,6,8.1,0.0,1.01,0.0,38,clean
0.0,1,1,0.0,0.0,7,0.0,0.0,1,0.0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0,0.0,0,clean
2.04,5,5,3.05,0.005575,152,0.0,4.09,0,6.77104,0,1,0.001087,1.15,15,12,0.0,0.010135,1.15,0.0,1,16,2,1.01,0.001015,1.01,0.0,55,clean
0.0,3,33,4.05,0.0,0,0.0,0.0,2,21.0102,0,1,0.000462,0.0,0,23,2.05,0.146891,0.0,0.0,0,5,1,2.04,0.002996,4.04,0.0,781,clean
0.0,1,4,1.01,0.043647,400,1.02,23.64,0,7.8386,0,0,0.0,0.0,1,3,0.0,0.011757,0.0,0.0,1,2,5,4.04,0.0,1.01,0.0,20,clean
1.01,0,3,2.02,0.043647,385,1.02,23.66,0,7.18983,0,1,0.0,0.0,0,6,0.0,0.01197,0.0,0.0,1,1,6,5.06,0.0,1.01,0.0,72,clean
0.0,4,9,0.0,0.0,0,0.0,0.0,0,1.08792,0,0,0.0,0.0,0,12,1.01,0.003344,0.0,0.0,0,2,2,1.02,0.001918,0.0,0.0,57,clean
0.0,1,8,1.01,0.0,0,0.0,0.0,0,6.63337,0,0,0.0,0.0,2,4,0.0,0.12672,0.0,0.0,0,2,1,1.01,0.0,1.01,0.0,37,clean
1.01,0,3,2.02,0.043647,385,1.02,23.66,0,7.18983,0,1,0.0,0.0,0,6,0.0,0.01197,0.0,0.0,1,1,6,5.06,0.0,1.01,0.0,72,clean
0.0,2,4,0.0,0.0,0,0.0,0.0,0,3.9771,0,1,0.0,0.0,0,7,0.0,0.005853,0.0,0.0,4,4,1,1.01,0.0,0.0,0.0,79,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,4.07501,0,1,0.0,0.0,0,4,0.0,0.006219,0.0,0.0,3,3,1,1.01,0.0,0.0,0.0,44,clean
0.0,2,6,0.0,0.017706,37,0.0,2.13,0,6.92698,0,0,0.0,0.0,0,4,0.0,0.009727,0.0,0.0,0,0,5,4.04,0.0,0.0,0.0,28,clean
0.0,1,3,0.0,0.0,4,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,7,0.0,0.006219,0.0,0.0,1,1,2,3.05,0.0,0.0,0.0,26,clean
0.0,1,4,0.0,0.0,0,0.0,0.0,0,7.97103,0,1,0.0,0.0,1,6,0.0,0.014822,0.0,0.0,0,1,1,1.01,0.0,0.0,0.0,52,clean
3.04,13,23,3.04,0.043647,397,1.02,23.65,1,20.4932,0,0,0.0,0.0,1,8,0.0,0.168942,0.0,0.0,0,1,5,3.03,0.0,0.0,0.0,132,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,0,5.07933,0,0,0.0,0.0,0,14,0.0,0.007625,0.0,0.0,0,0,1,1.01,0.0,0.0,0.0,42,clean
0.0,2,2,0.0,0.0,0,0.0,0.0,0,1.78303,0,0,0.0,0.0,0,1,0.0,0.005388,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,1,1,0.0,0.006219,0.0,0.0,0,2,1,2.03,0.0,0.0,0.0,3,clean
1.01,3,4,1.01,0.0,0,0.0,0.0,0,4.07501,0,1,0.0,0.0,0,6,0.0,0.006219,0.0,0.0,3,3,1,1.01,0.0,0.0,0.0,56,clean
0.0,2,7,0.0,0.001101,13,0.0,1.02,0,7.26753,0,0,0.0,0.0,0,4,0.0,0.014114,0.0,0.0,0,1,3,2.06,0.0,0.0,0.0,95,clean
1.01,3,5,1.01,0.001939,2,0.0,2.02,0,1.70656,0,0,0.0,0.0,2,6,0.0,0.001973,0.0,0.0,0,2,1,1.01,0.0,0.0,0.0,21,clean
0.0,1,2,0.0,0.043647,386,1.02,23.65,0,5.19438,0,0,0.0,0.0,0,4,0.0,0.007845,0.0,0.0,0,0,6,5.06,0.0,0.0,0.0,29,clean
0.0,1,8,2.02,0.0,18,0.0,0.0,1,14.8353,1,0,0.0,0.0,0,4,0.0,0.151772,0.0,0.0,0,1,2,4.04,0.002446,2.02,0.0,83,clean
1.02,3,3,1.01,0.004938,73,0.0,2.05,0,6.94335,0,0,0.0,0.0,1,5,1.01,0.009766,0.0,0.0,0,1,8,13.41,0.001056,0.0,0.0,23,clean
2.02,1,9,1.01,0.042506,57,1.02,16.07,0,20.4542,1,0,0.0,0.0,0,13,2.02,0.16674,0.0,0.0,0,0,5,24.51,0.001881,2.02,0.0,129,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,2.96868,0,0,0.0,0.0,0,4,0.0,0.003467,0.0,0.0,1,1,1,1.01,0.0,0.0,0.0,20,clean
0.0,1,9,0.0,0.034175,388,0.0,14.64,0,5.0061,0,3,0.0,0.0,0,7,0.0,0.007911,0.0,0.0,1,1,3,4.04,0.0,0.0,0.0,222,clean
2.02,1,2,2.02,0.0,0,0.0,0.0,0,1.70656,0,0,0.0,0.0,1,1,0.0,0.001973,0.0,0.0,1,2,1,2.03,0.0,0.0,0.0,4,clean
1.01,6,6,1.01,0.0,0,0.0,0.0,0,7.82241,0,0,0.0,0.0,1,1,0.0,0.154243,0.0,0.0,0,1,1,2.03,0.0,0.0,0.0,3,clean
0.0,1,5,1.04,0.043647,388,1.02,23.66,0,6.94335,0,0,0.0,0.0,0,2,0.0,0.009766,0.0,0.0,0,0,6,7.09,0.0,1.04,0.0,15,clean
0.0,1,6,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,14,0.0,0.154542,0.0,0.0,0,5,3,2.02,0.0,0.0,0.0,107,clean
0.0,1,6,0.0,0.049938,135,0.0,10.85,0,10.1241,0,0,0.0,0.0,0,9,0.0,0.021925,0.0,0.0,3,3,3,8.18,0.0,0.0,0.0,123,clean
0.0,1,28,3.03,0.016601,17,0.0,1.12,0,23.3337,1,3,0.0,0.0,0,9,0.0,0.049605,1.01,0.0,0,4,2,2.02,0.0,3.03,0.0,423,clean
1.01,1,4,0.0,0.0,1,0.0,0.0,0,2.64277,0,0,0.0,1.03,5,4,1.02,0.003978,1.03,0.0,0,5,3,2.06,0.00102,1.01,0.0,33,clean
0.0,1,4,0.0,0.015465,141,0.0,12.41,0,5.87361,1,0,0.0,0.0,0,5,0.0,0.008654,0.0,0.0,2,2,2,2.02,0.0,0.0,0.0,23,clean
0.0,1,1,0.0,0.0,2,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,1,0.0,0.006219,0.0,0.0,0,0,2,3.08,0.0,0.0,0.0,3,clean
0.0,2,15,0.0,0.0,15,0.0,0.0,1,1.29357,0,0,0.0,1.01,4,14,0.0,0.054678,1.01,0.0,0,4,3,0.0,0.0,0.0,0.0,128,clean
2.04,7,9,2.04,0.001421,95,0.0,1.01,0,7.27499,0,0,0.0,0.0,2,25,0.0,0.153141,0.0,0.0,0,15,2,2.02,0.0,0.0,0.0,96,clean
1.01,2,5,2.02,0.002293,2,0.0,1.01,0,14.3292,0,1,0.000773,3.03,8,25,4.07,0.025081,3.04,0.0,1,13,2,6.08,0.00376,1.01,0.0,258,clean
2.02,5,7,1.01,0.004526,8,1.01,1.01,1,8.12446,0,0,0.0,0.0,0,10,1.02,0.128171,1.02,0.0,0,3,5,3.06,0.000853,1.01,0.0,34,clean
0.0,1,9,0.0,0.034175,388,0.0,14.64,0,5.0061,0,3,0.0,0.0,0,7,0.0,0.007911,0.0,0.0,1,1,3,4.04,0.0,0.0,0.0,222,clean
1.01,6,11,3.03,0.039372,49,1.02,15.06,0,12.5452,0,0,0.0,0.0,0,6,0.0,0.145537,0.0,0.0,2,2,4,24.4,0.0,2.02,0.0,64,clean
0.0,4,15,1.01,0.006257,45,0.0,3.04,1,8.29601,1,0,0.0,0.0,0,14,0.0,0.012981,0.0,0.0,0,6,2,0.0,0.0,1.01,0.0,286,clean
